ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,default payment next month
7706,60000,2,1,2,25,2,2,0,0,0,0,37287,0
2931,60000,2,2,2,25,0,0,0,0,0,0,50269,0
2509,60000,1,1,2,25,0,0,0,0,0,0,13123,0
18478,60000,2,2,2,25,-1,-1,0,0,0,0,995,0
29288,60000,1,2,2,25,0,0,2,2,0,0,56473,0
4255,60000,2,2,1,25,0,0,0,0,0,0,39831,1
6304,60000,2,1,2,25,0,0,0,0,0,0,16313,0
26686,60000,1,2,2,25,2,0,0,0,0,0,60760,1
22251,60000,2,2,2,25,0,0,0,0,0,0,7885,1
25166,60000,2,2,2,25,0,0,0,0,0,0,50791,1
9607,60000,1,1,2,25,0,0,0,0,0,0,24200,0
7423,60000,2,1,2,25,0,0,0,2,2,2,24066,0
4720,60000,1,2,2,25,2,2,2,0,0,0,60323,0
536,60000,1,2,2,25,-1,-1,0,-1,-1,0,480,0
27903,60000,2,1,2,25,0,0,0,0,0,0,59228,0
8908,60000,2,2,2,25,0,0,0,0,0,0,53447,0
6852,60000,2,2,1,25,0,0,0,0,0,0,20636,1
3967,60000,2,2,2,25,0,0,2,6,5,4,44331,0
17106,60000,2,3,1,25,0,0,0,0,0,0,60340,1
5062,60000,1,2,2,25,1,2,2,0,0,0,61514,0
25510,60000,2,1,2,25,0,0,0,0,0,0,56136,0
7135,60000,2,1,2,25,2,2,2,2,4,3,38050,1
6729,60000,1,3,2,25,0,0,0,0,0,0,59817,0
619,60000,1,1,2,25,0,0,0,0,0,0,58839,0
9903,60000,2,2,2,25,2,2,4,4,3,2,600,1
13391,60000,1,2,2,25,2,2,2,0,0,0,36090,1
17047,60000,2,2,2,25,0,-1,0,0,0,-1,3075,1
27740,60000,2,2,2,25,0,0,0,0,0,0,75932,1
9461,70000,2,2,2,25,0,0,0,0,0,0,66174,1
7066,70000,2,1,2,25,0,0,0,0,0,0,8272,0
17048,70000,2,2,1,25,0,0,0,0,0,0,67574,0
10384,70000,2,1,2,25,0,0,0,0,0,0,31680,1
12819,70000,2,2,2,25,0,0,0,2,2,0,70488,0
25314,70000,2,1,2,25,0,-1,-1,-1,-2,-2,5328,0
4944,70000,2,2,2,25,0,0,0,0,0,0,22935,0
27963,70000,2,2,2,25,1,2,0,0,0,0,73167,1
26647,70000,1,1,2,25,0,0,0,0,0,0,31011,0
10417,70000,2,1,2,25,0,0,0,0,0,0,24526,1
8551,70000,2,2,1,25,0,0,0,0,0,0,34645,0
21462,70000,2,1,2,25,0,0,0,0,0,0,27990,0
18471,70000,2,1,2,25,0,0,0,0,0,0,64822,0
10130,70000,2,1,1,25,1,-2,-2,-1,2,-1,0,0
12143,70000,2,2,2,25,4,3,2,0,0,0,30542,1
21579,70000,2,1,2,25,-1,-1,-1,-1,-2,-1,1288,1
15885,70000,2,2,2,25,0,0,0,0,0,0,32486,1
17114,70000,2,2,1,25,0,0,0,0,0,0,70940,0
17222,70000,2,2,2,25,0,0,0,0,0,0,69455,0
11168,70000,2,1,2,25,-1,-1,0,0,-1,-1,2781,0
23963,70000,1,1,2,25,0,-1,0,0,0,0,23799,0
7823,70000,2,2,2,25,0,0,0,0,0,0,19508,1
17053,70000,2,3,2,25,2,0,0,0,0,0,70963,1
9052,70000,2,2,2,25,0,0,0,0,0,0,63745,1
18701,70000,2,1,2,25,0,0,2,2,2,0,37017,1
15796,70000,2,2,2,25,0,0,0,0,2,2,73939,1
11976,70000,1,2,2,25,0,0,0,2,2,2,50224,1
3899,70000,2,2,2,25,0,0,2,0,0,0,41511,1
10579,70000,2,1,2,25,0,0,0,0,0,0,67906,0
3203,70000,2,1,2,25,0,0,0,0,0,0,71106,0
7978,70000,2,1,2,25,0,0,0,0,0,0,66738,1
29298,70000,1,2,2,25,0,-1,-1,-1,-2,-2,34700,1
7975,70000,1,2,2,25,0,0,0,0,0,0,23018,1
27867,70000,2,1,1,25,0,0,0,0,0,-1,69334,0
26671,70000,1,2,2,25,0,0,0,0,0,-2,60719,0
22016,70000,2,1,2,25,0,0,0,0,2,2,35871,0
2861,70000,2,1,2,25,2,0,0,0,0,0,5730,1
16591,70000,1,2,2,25,1,3,2,0,0,0,12088,0
3066,70000,1,1,2,25,-1,2,2,2,2,0,3635,1
22249,70000,2,3,2,25,0,0,0,0,0,0,31337,0
18555,70000,2,2,2,25,1,2,0,0,0,0,5412,1
9639,70000,2,3,2,25,0,0,0,0,2,0,68658,1
21975,70000,2,2,2,25,2,0,0,0,0,0,46526,1
21648,70000,2,2,2,25,2,2,2,2,2,2,67588,1
4512,70000,2,1,2,25,0,0,0,0,0,0,68839,1
21702,70000,2,2,2,25,2,0,0,0,2,2,19112,1
18736,70000,2,1,2,25,1,2,2,2,2,2,53742,1
29248,70000,1,3,2,25,1,2,0,0,0,0,69447,1
18640,70000,2,2,2,25,0,0,2,2,2,4,33390,1
42,70000,2,1,2,25,0,0,0,0,0,0,67521,1
18411,80000,2,2,2,25,-1,-1,-2,-2,-2,-2,390,0
9589,80000,1,5,1,25,-2,-2,-2,-1,0,0,59366,1
9392,80000,1,2,2,25,-1,2,-1,0,-1,0,832,1
25227,80000,2,2,2,25,0,0,2,2,2,2,26855,0
4588,80000,1,2,2,25,0,0,0,0,0,0,29820,0
18610,80000,2,1,2,25,3,2,2,2,2,2,45031,1
8309,80000,1,1,2,25,-2,-2,-2,-2,-2,-2,0,1
21606,80000,2,2,2,25,0,0,0,0,0,0,81477,0
6869,80000,2,6,2,25,0,0,0,-2,-1,0,6643,0
17220,80000,2,2,2,25,0,0,2,2,0,0,47369,1
2459,80000,2,2,2,25,1,2,2,2,2,2,28789,0
2233,80000,2,1,2,25,-2,-2,-2,-1,-1,-1,1174,0
740,80000,2,2,2,25,2,0,0,2,0,0,17330,1
12869,80000,1,2,2,25,0,0,0,0,0,-1,45113,0
9875,80000,2,1,2,25,0,0,0,0,0,0,78327,0
18836,80000,2,2,2,25,0,0,0,0,0,0,45109,1
12233,80000,2,1,2,25,0,0,0,0,0,0,66426,0
27761,80000,2,3,2,25,0,0,0,0,0,0,79986,0
9786,80000,2,2,2,25,1,2,0,0,2,0,31040,1
15846,80000,2,2,2,25,-1,-1,0,0,-2,-2,2177,0
14822,80000,2,2,2,25,0,0,2,-1,-1,-1,57994,0
27609,80000,2,1,2,25,0,0,0,0,0,0,53685,0
25304,80000,2,2,1,25,0,0,0,0,0,0,79029,0
4692,80000,2,1,2,25,-1,-1,-2,-2,-2,-2,1672,0
4777,80000,2,3,1,25,0,0,0,0,0,0,61943,0
27806,80000,2,2,2,25,0,0,0,0,0,0,34984,0
25237,80000,2,3,1,25,-2,-2,-1,-1,-2,-2,3377,0
27730,80000,2,2,2,25,0,0,0,0,0,0,47836,0
9443,80000,2,1,2,25,0,0,0,0,0,0,45392,0
25270,80000,2,2,2,25,0,0,0,0,0,0,77440,1
2264,80000,2,2,2,25,0,0,0,0,0,0,7536,0
6711,80000,1,3,2,25,0,0,0,-1,0,0,78230,0
15182,80000,2,2,1,25,0,0,0,0,0,0,76117,0
17090,80000,2,2,2,25,1,2,0,0,0,0,78894,1
3399,80000,2,2,1,25,1,-2,-2,-2,-1,-1,0,0
2341,80000,1,2,2,25,1,2,2,2,0,0,81774,0
4507,80000,2,5,1,25,0,0,0,0,0,0,75296,1
8809,80000,2,1,2,25,1,2,0,0,2,2,5999,1
21977,80000,2,2,2,25,2,2,2,0,0,0,77096,1
21699,80000,2,1,2,25,-1,2,2,-2,-2,-2,259,0
1699,80000,1,1,2,25,-1,-1,-1,-1,-1,2,2109,0
25394,80000,2,5,2,25,0,0,0,0,0,0,72732,0
4282,80000,2,1,2,25,-1,-1,-1,-1,-1,-1,390,0
15791,80000,2,2,2,25,0,0,0,0,0,0,36808,0
18618,80000,2,5,1,25,0,0,0,0,0,0,74180,0
7185,80000,2,2,1,25,-1,2,2,0,0,0,1374,0
3798,80000,1,1,2,25,-2,-2,-2,-2,-2,-2,0,0
25367,80000,2,1,2,25,0,0,0,0,0,0,40764,0
1446,80000,2,2,2,25,2,3,2,2,2,2,69602,0
25341,80000,2,1,2,25,-2,-2,-2,-2,-2,-2,4932,1
18437,80000,2,5,2,25,0,0,0,0,0,-2,11521,0
21569,80000,2,1,2,25,2,0,0,0,0,0,69614,1
21690,80000,2,3,1,25,0,0,0,0,0,0,63214,1
10548,80000,2,1,1,25,3,2,2,2,3,3,6269,1
3140,80000,1,2,2,25,0,0,0,0,0,0,77142,1
5335,80000,2,3,2,25,0,0,0,0,0,0,80012,0
20350,80000,1,1,2,25,2,2,-2,-2,-2,-2,79000,0
20459,80000,1,1,2,25,-1,-1,2,-1,-1,-1,825,0
385,80000,1,2,2,25,0,0,0,0,0,-2,22619,1
1695,80000,2,2,2,25,0,0,0,0,0,0,81003,1
18464,80000,2,2,2,25,0,0,0,0,0,0,69816,0
21769,80000,2,2,2,25,-2,-2,-2,-2,-2,-2,0,1
18495,80000,2,1,2,25,1,-1,0,0,0,0,-51,0
18636,80000,2,2,2,25,0,0,0,0,0,0,83931,1
20391,80000,1,2,2,25,-2,-2,-2,-2,-2,-2,302,0
10392,80000,2,2,1,25,0,0,0,0,0,2,78639,1
25322,80000,2,3,2,25,0,0,0,0,0,0,80804,0
24023,80000,1,2,2,25,3,2,0,0,-1,-1,79977,0
4397,80000,2,1,2,25,-1,-1,2,-1,0,-1,390,0
12178,80000,2,2,2,25,0,0,0,0,0,0,62242,1
13345,80000,1,1,2,25,-1,-1,-1,-1,-1,-1,390,1
9753,80000,2,2,2,25,-1,-1,-1,-1,-1,-1,3002,0
8625,80000,2,1,2,25,1,-2,-1,-1,-2,-2,0,0
23859,80000,1,1,2,25,0,0,0,0,0,0,67751,1
21597,80000,2,1,2,25,-1,-1,-1,-2,-1,-1,177,1
18639,80000,2,1,2,25,-1,-1,2,-1,-1,-2,746,0
15184,80000,2,2,2,25,0,0,0,0,0,0,4418,0
20471,80000,1,2,2,25,1,-2,-1,-1,-2,-2,0,0
13620,80000,1,1,1,25,0,0,2,2,0,0,48470,1
25272,80000,2,2,2,25,0,0,0,0,0,0,80115,0
26769,80000,1,2,2,25,0,0,0,-1,0,0,8852,1
14296,80000,2,3,1,25,-1,-1,2,-1,-1,-1,550,1
5423,80000,1,2,2,25,0,0,0,0,0,0,31780,1
25234,80000,2,2,2,25,0,0,2,2,2,0,36841,1
2726,80000,2,2,2,25,1,-2,-2,-2,-2,-2,0,1
18737,80000,2,2,2,25,1,2,0,0,0,0,50120,1
27766,80000,2,2,2,25,-2,-2,-2,-2,-2,-2,0,1
24071,80000,1,2,2,25,0,0,0,0,-2,-2,77901,0
23996,80000,1,2,1,25,1,2,2,0,0,0,80906,0
5258,80000,2,3,2,25,-1,-1,-1,-1,-1,-1,571,0
5840,80000,2,1,2,25,-2,-2,-2,-2,-2,-2,0,0
17861,80000,1,2,2,25,2,0,0,0,0,-2,76915,1
13741,80000,1,1,2,25,0,0,0,0,0,0,65734,0
24016,80000,1,2,2,25,-1,-1,-1,-1,-1,-1,416,1
7671,80000,2,2,2,25,-2,-2,-2,-2,-2,-1,0,0
13859,80000,1,2,1,25,0,0,0,0,0,0,77199,1
18594,80000,2,2,2,25,1,-1,-1,-1,-2,-1,0,0
25458,80000,2,3,1,25,0,-1,-1,-1,-1,-1,3525,1
2468,80000,2,1,2,25,0,0,0,0,0,0,3409,1
29283,80000,2,1,3,25,0,-1,-1,-1,-1,-1,8900,0
6341,80000,2,2,2,25,0,0,0,0,0,0,78401,0
5507,80000,1,1,2,25,0,0,0,0,0,0,31443,1
5109,80000,1,2,2,25,0,0,0,0,0,0,63771,0
23876,80000,1,1,2,25,0,0,0,0,0,0,37325,1
152,80000,1,1,2,25,0,0,0,0,0,0,42444,0
12248,80000,1,1,2,25,0,0,0,-1,0,0,20708,0
19433,80000,2,2,1,25,0,0,0,0,0,0,76358,0
22250,80000,2,2,1,25,0,0,0,0,0,0,73267,1
17096,80000,2,1,2,25,0,0,0,0,0,0,72120,1
25302,80000,2,3,2,25,0,0,0,0,0,0,88786,0
4826,80000,1,3,2,25,0,0,0,0,0,0,80493,0
5056,80000,2,1,2,25,-1,-1,-1,-1,-1,-1,232,0
21865,90000,2,2,2,25,0,0,0,0,0,2,65924,1
27861,90000,2,3,2,25,0,0,0,-2,-2,-2,74814,0
12722,90000,2,3,2,25,0,0,0,0,2,0,43519,0
21770,90000,2,4,2,25,-1,-1,-1,-1,-2,-2,1407,1
7607,90000,2,2,2,25,0,0,0,0,0,0,78651,1
15633,90000,2,2,2,25,1,-1,-1,-1,-1,2,0,1
14778,90000,2,3,2,25,0,0,0,0,0,0,16977,0
18563,90000,2,2,2,25,0,0,0,0,0,0,67004,0
21816,90000,2,2,2,25,2,0,0,0,0,0,77651,1
22138,90000,2,2,2,25,1,2,0,0,0,0,91830,1
911,90000,2,1,2,25,2,2,2,2,0,0,86014,0
9489,90000,1,3,2,25,0,0,0,0,-2,-2,6822,1
21630,90000,2,2,1,25,-1,-1,0,0,0,0,7766,0
10275,90000,2,1,2,25,-1,-1,2,-1,0,-1,3407,1
15179,90000,2,2,2,25,0,0,0,0,-1,-1,28276,0
14258,90000,2,3,2,25,0,0,0,0,0,0,74818,0
22042,90000,2,3,1,25,0,0,0,0,0,0,25806,1
431,90000,2,2,2,25,0,0,0,0,0,0,91894,1
27807,90000,2,2,1,25,0,0,0,0,0,0,58502,0
21887,90000,2,1,2,25,0,0,0,0,0,0,33336,0
21642,90000,2,2,1,25,2,0,0,0,0,0,90371,1
21786,90000,2,2,2,25,1,-2,-2,-2,-2,-2,0,1
23909,90000,1,2,2,25,0,0,0,0,0,0,79938,1
25441,90000,2,2,2,25,0,0,2,0,0,0,86830,0
25313,90000,2,2,2,25,0,0,0,2,0,0,103541,1
7787,90000,2,2,2,25,2,2,2,0,0,0,41757,1
20447,90000,1,3,2,25,1,3,2,2,2,2,25179,1
24011,90000,1,2,2,25,0,0,0,0,0,0,91151,1
4637,90000,2,3,1,25,-1,-1,-1,-1,0,-1,3363,1
752,90000,2,1,2,25,2,0,0,0,0,-1,84710,0
22248,90000,2,2,2,25,0,0,0,-1,-1,2,88822,1
12465,90000,2,1,2,25,-1,-1,-1,-1,0,0,9359,1
1527,90000,2,2,1,25,0,0,0,0,0,0,87525,1
8019,90000,2,2,2,25,0,0,0,0,0,0,81694,1
27783,90000,2,1,2,25,0,0,0,0,0,0,6090,0
10456,90000,2,3,1,25,0,0,0,0,0,0,80603,1
22247,90000,2,2,2,25,0,-1,-1,-1,-1,-1,27658,1
18521,90000,2,2,2,25,0,0,0,0,0,0,44727,0
20452,90000,1,2,2,25,0,0,-1,-1,0,-1,2381,0
13483,90000,2,2,1,25,0,0,0,0,0,0,57846,0
2356,90000,1,2,2,25,0,-1,-1,0,-1,-1,2908,1
11623,90000,2,2,2,25,-1,0,0,2,3,2,23662,1
1883,90000,1,1,2,25,0,0,0,0,0,0,32755,0
21795,90000,2,1,2,25,0,0,0,0,0,0,14550,0
18496,100000,2,1,2,25,0,0,0,0,2,0,13201,0
19058,100000,2,1,2,25,1,2,0,0,0,0,97271,1
25305,100000,2,1,2,25,0,0,0,0,0,0,90976,0
3495,100000,2,2,2,25,2,2,2,0,0,0,98499,1
21873,100000,2,1,1,25,0,0,-1,0,0,0,7565,0
2586,100000,1,2,2,25,0,0,0,0,-2,-2,76222,1
27795,100000,2,2,2,25,-2,-2,-1,0,0,0,880,0
289,100000,2,2,2,25,2,0,0,0,0,0,70896,1
6701,100000,2,2,2,25,2,0,0,0,0,0,88420,1
9495,100000,1,3,2,25,2,2,2,0,0,0,96889,1
11907,100000,2,2,2,25,0,0,2,0,0,0,87401,1
4360,100000,1,2,2,25,-1,-1,-1,-1,-1,-1,416,1
4405,100000,2,2,2,25,1,2,3,4,4,3,53111,1
10849,100000,1,2,2,25,0,-1,-1,-1,-1,-1,48285,0
18609,100000,2,2,1,25,0,0,0,0,0,0,99203,1
3210,100000,2,1,2,25,-1,-1,-1,-1,0,0,12660,0
12299,100000,2,1,2,25,1,-1,-1,-1,-1,-1,0,0
27840,100000,2,1,2,25,2,0,0,2,0,0,97570,1
18690,100000,2,2,2,25,0,0,0,0,0,0,62665,1
4492,100000,1,2,2,25,0,0,0,0,0,0,86098,1
20518,100000,1,2,2,25,0,0,0,0,0,0,83749,1
5053,100000,2,1,2,25,-1,0,0,-1,-1,0,16659,0
17080,100000,2,2,2,25,0,0,0,0,0,0,87987,1
6021,100000,2,1,2,25,-2,-2,-2,-2,-2,-2,0,0
7848,100000,1,1,1,25,-1,0,0,0,-2,-2,91842,0
5958,100000,2,2,2,25,0,0,0,0,0,0,98349,1
5558,100000,2,2,2,25,2,2,0,0,0,0,101827,1
4289,100000,2,2,2,25,0,0,0,0,0,0,59219,0
17821,100000,1,2,2,25,0,0,-1,-1,-1,-1,49199,1
6807,100000,1,2,2,25,2,0,0,-2,-2,-1,97614,1
21768,100000,2,3,2,25,0,0,0,0,0,0,97997,0
13358,100000,2,1,2,25,1,-1,-1,-1,-1,-2,0,0
10640,100000,1,1,2,25,0,0,0,0,0,0,18883,0
10260,100000,2,1,2,25,-1,-1,-1,-1,-1,-1,9424,1
27793,100000,2,2,2,25,0,0,0,0,0,0,100778,0
9850,100000,2,1,2,25,0,0,0,0,0,0,11801,1
12829,100000,2,1,2,25,2,2,-2,-2,-2,-2,100000,0
20458,100000,1,1,2,25,-1,-1,-1,-1,-1,-1,1522,0
7771,100000,1,2,2,25,-1,-1,-1,0,0,0,1285,0
21643,100000,2,1,2,25,0,0,0,0,0,0,40083,0
23947,100000,1,3,2,25,0,0,0,0,0,0,76068,0
1401,100000,2,2,1,25,0,0,0,0,0,0,20755,1
7465,100000,2,2,2,25,0,0,0,-1,-1,-1,8791,0
21605,110000,2,2,2,25,0,0,0,0,0,0,80374,1
14577,110000,2,2,2,25,1,2,2,0,0,0,104871,0
13690,110000,1,1,2,25,2,0,0,0,2,0,109887,1
12269,110000,2,2,2,25,2,0,0,0,0,0,109924,1
25226,110000,2,2,2,25,1,2,0,0,0,0,113385,0
21814,110000,2,1,2,25,0,0,0,0,0,0,92332,0
27817,110000,2,2,2,25,-2,-2,-2,-2,-2,-2,-2628,0
18612,110000,2,1,2,25,0,0,0,0,0,0,103135,0
7919,110000,1,1,2,25,0,0,0,0,0,0,51139,0
3657,110000,2,2,2,25,2,2,2,2,2,0,111483,0
9622,110000,2,1,2,25,-2,-2,-2,-2,-2,-2,86107,0
21796,110000,2,2,2,25,0,0,0,0,0,0,38152,0
23985,110000,1,2,2,25,0,-1,0,0,-1,-1,54165,0
15899,110000,2,2,1,25,-1,4,3,2,3,2,96343,1
9609,110000,1,1,2,25,0,0,0,0,0,0,64155,1
20387,110000,1,1,2,25,0,0,0,0,0,0,89687,1
8527,110000,2,1,2,25,0,0,0,0,0,0,63594,0
6680,110000,2,1,2,25,1,2,-1,-1,0,0,4382,1
5269,110000,1,2,2,25,0,0,0,0,0,0,99353,0
17839,110000,1,2,2,25,0,0,2,0,0,2,23459,1
27859,110000,2,2,1,25,2,0,0,0,0,0,30079,1
27704,110000,2,1,2,25,2,2,2,-1,-1,0,2729,1
6997,110000,1,2,2,25,2,0,0,0,0,0,38449,1
739,110000,2,1,2,25,0,0,0,0,0,0,92849,0
14964,110000,2,2,2,25,0,0,0,0,0,0,111115,0
21924,110000,2,2,2,25,0,0,0,0,0,0,50406,0
12424,110000,2,2,1,25,1,2,2,2,2,0,102884,1
21889,110000,2,2,2,25,0,0,0,0,0,0,52059,1
13283,110000,2,1,2,25,1,2,2,0,0,0,60491,1
21676,120000,2,2,2,25,0,0,2,0,0,2,46953,0
18556,120000,2,2,1,25,0,0,0,0,0,-2,79108,1
23969,120000,1,2,2,25,1,2,2,2,2,0,63119,1
27696,120000,2,1,2,25,0,0,0,0,0,0,58106,0
18837,120000,2,2,1,25,2,0,0,2,0,0,17488,1
9939,120000,1,2,2,25,0,0,0,0,0,0,120633,0
22339,120000,2,2,1,25,0,0,0,0,0,0,70282,0
17319,120000,2,2,2,25,2,3,3,3,4,4,94635,1
21805,120000,2,3,2,25,0,0,0,0,0,0,106621,1
1000,120000,1,2,2,25,2,2,0,0,0,0,113348,0
12323,120000,2,2,2,25,1,-2,-1,-1,-1,-2,0,1
7828,120000,2,2,1,25,0,0,0,0,0,0,30925,1
25269,120000,2,2,1,25,0,0,0,0,0,0,52109,1
4532,120000,2,2,2,25,0,0,0,0,-1,-1,5259,1
11701,120000,2,1,2,25,0,0,0,0,0,0,120568,1
7843,120000,2,1,2,25,1,-2,-2,-2,-2,-2,0,1
12423,120000,2,2,2,25,0,0,0,0,0,-2,75913,0
400,120000,2,2,2,25,2,2,2,2,2,2,120298,0
2368,120000,2,1,2,25,-1,-1,-1,-1,-1,-1,9642,1
11729,120000,2,1,2,25,0,0,0,-1,0,-1,11431,0
2435,120000,2,2,2,25,3,3,2,2,2,2,87057,1
16631,120000,1,2,2,25,0,0,2,0,0,0,11147,0
9317,120000,2,2,2,25,1,-2,-2,-2,-2,-2,0,1
2048,120000,2,1,2,25,0,0,-1,0,0,-1,8676,0
4004,120000,1,3,2,25,0,0,2,0,0,-1,81129,0
16496,120000,1,2,2,25,1,2,0,0,0,0,117160,1
13553,120000,2,1,2,25,0,0,2,0,0,0,105169,1
15605,120000,2,2,2,25,-1,-1,-1,-1,-1,0,827,1
8077,120000,2,2,2,25,1,-2,-2,-2,-2,-2,0,1
14765,120000,2,2,2,25,0,0,0,0,0,0,54628,0
407,120000,2,2,1,25,0,0,0,-2,-2,-2,26476,0
11419,130000,2,1,2,25,1,-2,-2,-2,-2,-2,0,1
21766,130000,2,1,2,25,1,-1,-1,-1,-1,-1,0,0
7692,130000,2,2,1,25,0,0,0,0,0,0,119703,0
16553,130000,1,2,2,25,0,0,0,0,0,-2,119803,1
18693,130000,2,2,3,25,-1,2,2,-2,-1,-1,3148,1
17069,130000,2,2,1,25,0,0,0,0,0,0,127125,1
10478,130000,2,2,2,25,1,2,0,0,0,0,39728,1
21749,130000,2,2,2,25,-1,-1,-1,-1,-1,-1,3639,0
18480,130000,2,2,2,25,1,2,0,0,0,0,136963,0
11264,130000,2,2,2,25,1,2,2,2,0,0,4393,0
24047,130000,1,2,2,25,0,0,0,0,0,0,39074,1
18520,130000,2,2,2,25,0,0,0,0,0,0,14351,0
25242,130000,2,2,2,25,0,0,2,0,0,0,45134,0
13150,130000,2,1,2,25,0,0,0,0,0,0,37112,0
21729,130000,2,3,1,25,0,0,0,0,0,-1,24885,1
5993,130000,2,2,2,25,1,2,0,0,0,0,52180,0
17139,130000,2,2,2,25,2,-1,-1,-1,-1,-1,836,1
4123,130000,2,1,2,25,-1,-1,-1,-1,-1,-1,1088,0
7206,130000,2,2,2,25,0,0,0,0,3,2,107594,1
3922,130000,1,1,2,25,-1,-1,-1,-1,0,0,13350,0
4206,130000,1,2,2,25,0,0,2,2,2,0,112561,0
25235,130000,2,2,2,25,0,0,0,0,0,0,128976,0
12567,130000,1,2,2,25,0,0,0,0,0,0,4841,0
20451,130000,1,2,2,25,2,0,0,0,0,-1,128947,0
22342,130000,2,2,1,25,0,-1,-1,-1,0,0,61223,0
1975,130000,1,1,2,25,1,-2,-2,-2,-2,-2,-2000,1
24029,130000,1,2,2,25,0,0,0,2,2,2,113290,1
18602,130000,2,1,2,25,0,0,0,0,-2,-2,123945,0
18692,130000,2,1,2,25,2,2,-2,-2,-2,-2,1990,0
3487,130000,2,2,2,25,-1,-1,-1,0,0,0,390,1
6429,130000,2,2,2,25,2,2,0,0,0,0,138910,1
7392,130000,2,3,2,25,-1,-1,-1,-1,-1,-1,250,1
23983,130000,1,2,2,25,0,0,0,0,0,2,72850,1
1539,130000,2,2,2,25,-1,-1,-1,-1,-1,-1,1031,1
17091,130000,2,2,2,25,0,0,0,0,0,0,111587,0
8750,130000,2,2,2,25,-2,-2,-2,-2,-2,-2,0,0
3225,130000,2,3,1,25,0,0,0,0,0,0,132110,0
15932,130000,2,2,2,25,-2,-1,0,0,0,0,51734,0
6705,130000,1,2,2,25,0,0,0,0,-1,0,126454,0
8190,130000,2,2,2,25,-2,-2,-2,-2,-2,-1,668,1
3412,130000,2,1,2,25,0,0,0,0,0,0,5279,1
5698,130000,2,1,2,25,1,2,-1,-1,-1,-1,2576,1
20411,130000,1,2,2,25,0,0,0,0,0,0,101281,0
5103,130000,1,1,2,25,1,-2,-2,-2,-2,-2,0,0
18748,130000,2,2,2,25,1,2,2,2,2,0,11446,0
21783,130000,2,1,2,25,0,0,0,0,0,0,55368,0
29245,140000,1,2,2,25,1,-1,-1,-1,0,0,0,0
2733,140000,2,1,2,25,0,0,0,0,0,0,23409,0
24025,140000,1,2,2,25,2,0,0,0,0,0,142697,1
14385,140000,2,3,1,25,-2,-2,-2,-2,-2,-2,76910,1
20407,140000,1,2,2,25,0,0,0,0,0,2,17172,0
25669,140000,2,1,2,25,1,-2,-2,-1,-1,-1,-74,1
21570,140000,2,1,2,25,-1,-1,-1,-1,-1,-1,30077,0
27933,140000,2,1,2,25,2,0,0,0,0,0,26623,1
21890,140000,2,1,2,25,0,0,0,0,0,0,38199,0
9182,140000,2,2,2,25,0,0,0,0,0,0,137585,0
19554,140000,2,5,2,25,0,0,0,0,0,0,91485,1
5400,140000,2,1,2,25,-1,0,0,-2,-2,-2,2229,1
4441,140000,2,2,2,25,0,0,0,0,2,0,33740,0
14965,140000,1,2,2,25,-1,-1,-1,-1,-1,-1,1198,1
5818,140000,2,1,2,25,3,2,0,0,0,0,21593,1
17858,140000,1,1,2,25,0,0,0,0,0,0,92465,0
8876,140000,2,1,2,25,-1,-1,-1,-1,-1,-1,1605,0
1963,140000,2,2,1,25,0,0,0,0,0,0,81960,0
18611,140000,2,1,2,25,-1,0,0,0,0,0,2555,1
21672,140000,2,2,2,25,0,0,-1,-1,-1,0,140286,1
11194,140000,2,2,1,25,0,0,0,0,0,0,140876,1
1166,140000,2,2,2,25,2,0,0,-1,-1,0,137606,0
9966,140000,2,1,2,25,0,0,0,0,0,0,45068,0
22957,140000,2,1,2,25,0,0,0,0,0,0,52196,0
21797,140000,2,2,2,25,0,0,0,0,0,0,133714,0
14743,150000,1,1,2,25,0,0,0,0,0,0,132684,0
9780,150000,2,1,2,25,0,0,0,0,-1,0,150562,0
21695,150000,2,3,2,25,-2,-2,-2,-2,-2,-2,0,1
6079,150000,2,1,2,25,3,3,2,2,2,2,147260,1
9217,150000,1,2,3,25,-1,-1,-1,0,0,0,1180,1
15450,150000,1,1,2,25,0,0,0,0,0,0,51568,0
3193,150000,2,1,2,25,0,0,0,0,0,0,42437,1
15935,150000,2,2,2,25,-1,-1,-1,-1,0,-1,1344,0
266,150000,2,2,1,25,-1,-1,-2,-1,-1,-1,6156,0
11251,150000,2,2,1,25,0,0,0,0,0,0,147476,1
6612,150000,2,1,2,25,0,0,0,0,0,0,36497,1
7938,150000,2,1,2,25,-1,0,-1,-1,-1,-2,18836,0
15856,150000,2,2,2,25,2,2,2,2,2,2,114074,1
3239,150000,2,1,2,25,-1,-1,0,0,0,-1,3167,1
11601,150000,1,3,2,25,-1,-1,-1,0,0,-1,9240,0
11330,150000,2,5,1,25,2,0,0,0,0,0,156252,1
9893,150000,2,1,2,25,0,0,2,2,2,2,129911,1
12960,150000,2,3,1,25,0,0,0,0,0,0,29823,0
27708,150000,2,1,2,25,0,0,0,0,0,0,87822,1
17834,150000,1,2,1,25,-1,-1,-1,-1,-1,-2,890,0
12671,150000,2,2,2,25,0,0,0,0,0,0,151761,0
1364,150000,2,1,2,25,1,-2,-1,-1,-1,-1,191,0
2154,150000,1,1,2,25,0,0,0,0,0,-1,52952,0
